commune_id,event
100,"Concorso di poesia ""f. sodano"" maggio"
101,L'8 agosto festa patronale: san domenico di guzmán
101,Il quale è compatrono insieme a san francesco d'assisi. dai due santi prende il nome la chiesa parrocchiale del paese
102,Sagra della castagna festa  san nicola di bari
103,Sagra della nocciola sagra dello gnocco expo cantina passio christi mercato settimanale di taurano
104,Fiera encologica taurasi
105,Mercato settimanale di teora li squaccalacchiun
106,Mercato settimanale di torella dei lombardi
106,Carnevale a torella dei lombardi
106,Sagra dei sapori antichi
107,Sagra della pizza chiena
107,Festa della birra
107,La notte dei sapori
108,Festa di san michele arcangelo
108,Festa di sant' antonio
108,Sagra dei fusilli e della porchetta
109,Festa di s.euplio
109,Festa della madonna della libera
109,Sagra della castagna
109,Sagra del fagiolo
109,Sagra dei peperoni ripieni
110,Festa di san michele
110,"Sagra del ""greco di tufo’’"
110,Tufo greco festival
111,"Falò di ""sant'antun"
111,Festa di san vito martire
112,Immacolata concezione
112,Seagra del suffitto
112,Sagra della birra
112,Mercato settimanale
113,Fiera campionaria
113,Sagra degli gnocchi e della carne alla brace
113,Sagra della penna e dello spiedino
114,Festa di san paolina da nola
115,Mercato settimanale
116,Il carnevale di volturara irpinia
117,Mercatini di natale
117,Mercato settimanale
117,Pane e olio in frantonio
